No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
5647,2010,8,24,6,177,20,21,1014,cv,0.89,0,0
5648,2010,8,24,7,182,21,22,1014,cv,1.78,0,0
5649,2010,8,24,8,159,21,23,1014,NE,1.79,0,0
5650,2010,8,24,9,181,21,24,1014,cv,0.89,0,0
5651,2010,8,24,10,169,21,26,1014,SE,1.79,0,0
5652,2010,8,24,11,157,20,27,1014,SE,3.58,0,0
5653,2010,8,24,12,202,22,28,1013,SE,6.71,0,0
5654,2010,8,24,13,186,21,28,1013,SE,9.84,0,0
5655,2010,8,24,14,127,21,29,1013,SE,13.86,0,0
5656,2010,8,24,15,117,19,29,1013,SE,18.78,0,0
5657,2010,8,24,16,87,18,29,1012,SE,24.59,0,0
5658,2010,8,24,17,70,18,28,1013,SE,31.74,0,0
5659,2010,8,24,18,60,18,26,1013,SE,37.55,0,0
5660,2010,8,24,19,34,17,24,1013,SE,42.47,0,0
5661,2010,8,24,20,34,16,24,1014,SE,47.39,0,0
5662,2010,8,24,21,47,17,23,1015,SE,51.41,0,0
5663,2010,8,24,22,45,17,21,1015,cv,0.89,0,0
5664,2010,8,24,23,39,17,20,1015,SE,0.89,0,0
5665,2010,8,25,0,61,17,19,1015,SE,2.68,0,0
5666,2010,8,25,1,72,17,19,1015,SE,4.47,0,0
5667,2010,8,25,2,73,17,19,1015,SE,6.26,0,0
5668,2010,8,25,3,77,17,18,1015,SE,7.15,0,0
5669,2010,8,25,4,69,16,18,1015,cv,0.89,0,0
5670,2010,8,25,5,83,16,17,1015,NE,0.89,0,0
5671,2010,8,25,6,76,16,17,1015,NE,1.78,0,0
5672,2010,8,25,7,93,18,19,1015,cv,0.89,0,0
5673,2010,8,25,8,97,18,22,1015,NW,3.13,0,0
5674,2010,8,25,9,100,18,23,1015,cv,0.89,0,0
5675,2010,8,25,10,74,18,25,1015,NE,3.13,0,0
5676,2010,8,25,11,81,19,26,1015,cv,0.89,0,0
5677,2010,8,25,12,77,18,27,1015,cv,2.68,0,0
5678,2010,8,25,13,82,17,28,1014,cv,3.57,0,0
5679,2010,8,25,14,75,19,29,1014,SE,1.79,0,0
5680,2010,8,25,15,97,18,30,1014,SE,3.58,0,0
5681,2010,8,25,16,73,17,29,1013,SE,5.37,0,0
5682,2010,8,25,17,71,16,29,1013,SE,8.5,0,0
5683,2010,8,25,18,70,18,27,1013,SE,10.29,0,0
5684,2010,8,25,19,81,18,25,1014,SE,11.18,0,0
5685,2010,8,25,20,90,19,23,1014,cv,0.89,0,0
5686,2010,8,25,21,132,19,22,1015,cv,1.78,0,0
5687,2010,8,25,22,184,19,21,1015,cv,2.67,0,0
5688,2010,8,25,23,115,18,21,1015,SE,0.89,0,0
5689,2010,8,26,0,122,19,21,1015,NE,1.79,0,0
5690,2010,8,26,1,124,18,20,1015,cv,0.89,0,0
5691,2010,8,26,2,133,18,20,1015,NW,0.89,0,0
5692,2010,8,26,3,98,17,19,1014,NW,2.68,0,0
5693,2010,8,26,4,70,17,19,1014,NW,4.47,0,0
5694,2010,8,26,5,62,16,19,1015,NW,7.6,0,0
5695,2010,8,26,6,81,17,19,1015,NW,12.52,0,0
5696,2010,8,26,7,81,17,21,1015,NW,15.65,0,0
5697,2010,8,26,8,71,17,23,1016,NW,19.67,0,0
5698,2010,8,26,9,57,18,26,1016,NW,24.59,0,0
5699,2010,8,26,10,60,17,27,1016,NW,29.51,0,0
5700,2010,8,26,11,44,16,29,1016,NE,4.02,0,0
5701,2010,8,26,12,42,16,29,1015,NW,4.02,0,0
5702,2010,8,26,13,31,18,31,1014,cv,0.89,0,0
5703,2010,8,26,14,41,16,31,1014,NE,3.13,0,0
5704,2010,8,26,15,27,16,31,1013,NE,4.92,0,0
5705,2010,8,26,16,33,18,32,1013,cv,0.89,0,0
5706,2010,8,26,17,35,19,30,1012,SE,1.79,0,0
5707,2010,8,26,18,45,19,29,1012,SE,2.68,0,0
5708,2010,8,26,19,102,20,26,1012,SE,4.47,0,0
5709,2010,8,26,20,101,16,25,1013,NW,3.13,0,0
5710,2010,8,26,21,26,14,26,1014,NW,6.26,0,0
5711,2010,8,26,22,22,14,24,1014,NW,9.39,0,0
5712,2010,8,26,23,25,15,24,1014,NW,13.41,0,0
5713,2010,8,27,0,33,15,23,1014,NW,16.54,0,0
5714,2010,8,27,1,33,15,22,1014,NW,19.67,0,0
5715,2010,8,27,2,36,15,22,1013,NW,21.46,0,0
5716,2010,8,27,3,33,15,22,1013,NW,24.59,0,0
5717,2010,8,27,4,43,16,19,1013,NW,27.72,0,0
5718,2010,8,27,5,46,16,21,1013,NW,31.74,0,0
5719,2010,8,27,6,35,16,19,1013,NW,34.87,0,0
5720,2010,8,27,7,42,16,21,1013,NW,38,0,0
5721,2010,8,27,8,64,17,22,1014,NW,41.13,0,0
5722,2010,8,27,9,41,16,23,1014,NW,42.92,0,0
5723,2010,8,27,10,40,18,25,1014,NW,46.05,0,0
5724,2010,8,27,11,46,15,28,1014,NE,4.92,0,0
5725,2010,8,27,12,35,14,29,1013,NE,9.84,0,0
5726,2010,8,27,13,26,15,29,1013,NE,12.97,0,0
5727,2010,8,27,14,31,14,29,1012,cv,0.89,0,0
5728,2010,8,27,15,24,13,30,1011,cv,1.78,0,0
5729,2010,8,27,16,17,13,29,1011,cv,2.67,0,0
5730,2010,8,27,17,26,15,29,1011,SE,1.79,0,0
5731,2010,8,27,18,30,14,27,1011,SE,3.58,0,0
5732,2010,8,27,19,42,15,26,1011,SE,5.37,0,0
5733,2010,8,27,20,59,14,26,1011,SE,8.5,0,0
5734,2010,8,27,21,66,15,26,1012,SE,11.63,0,0
5735,2010,8,27,22,54,15,26,1012,NW,1.79,0,0
5736,2010,8,27,23,44,17,23,1012,cv,0.89,0,0
5737,2010,8,28,0,44,17,20,1012,cv,1.78,0,0
5738,2010,8,28,1,94,17,21,1012,SE,0.89,0,0
5739,2010,8,28,2,127,17,19,1011,NE,0.89,0,0
5740,2010,8,28,3,48,17,19,1011,NW,1.79,0,0
5741,2010,8,28,4,69,17,19,1011,NW,3.58,0,0
5742,2010,8,28,5,73,17,19,1011,NW,6.71,0,0
5743,2010,8,28,6,51,16,18,1011,NW,9.84,0,0
5744,2010,8,28,7,33,17,21,1012,NW,13.86,0,0
5745,2010,8,28,8,47,17,23,1012,NW,17.88,0,0
5746,2010,8,28,9,24,16,25,1012,NW,21.9,0,0
5747,2010,8,28,10,37,17,27,1012,NW,25.92,0,0
5748,2010,8,28,11,20,17,28,1011,NW,29.05,0,0
5749,2010,8,28,12,24,16,30,1010,NW,30.84,0,0
5750,2010,8,28,13,17,14,31,1009,SE,1.79,0,0
5751,2010,8,28,14,22,14,32,1009,cv,0.89,0,0
5752,2010,8,28,15,16,14,31,1008,SE,1.79,0,0
5753,2010,8,28,16,11,13,31,1008,SE,4.92,0,0
5754,2010,8,28,17,35,16,30,1008,SE,8.05,0,0
5755,2010,8,28,18,42,16,29,1008,SE,11.18,0,0
5756,2010,8,28,19,44,17,27,1008,SE,12.97,0,0
5757,2010,8,28,20,55,18,24,1009,SE,14.76,0,0
5758,2010,8,28,21,49,18,23,1010,SE,15.65,0,0
5759,2010,8,28,22,65,19,24,1010,SE,19.67,0,0
5760,2010,8,28,23,97,20,23,1010,SE,21.46,0,0
5761,2010,8,29,0,132,20,23,1010,SE,23.25,0,0
5762,2010,8,29,1,110,19,21,1009,cv,0.89,0,0
5763,2010,8,29,2,136,19,21,1009,NW,0.89,0,0
5764,2010,8,29,3,168,20,21,1009,SE,1.79,0,0
5765,2010,8,29,4,157,20,22,1009,SE,3.58,0,0
5766,2010,8,29,5,191,20,21,1008,NE,0.89,0,0
5767,2010,8,29,6,160,20,21,1009,cv,0.89,0,0
5768,2010,8,29,7,195,19,21,1009,NW,1.79,0,0
5769,2010,8,29,8,135,20,22,1009,NW,4.92,0,0
5770,2010,8,29,9,121,19,25,1009,NW,8.05,0,0
5771,2010,8,29,10,102,19,27,1008,SE,1.79,0,0
5772,2010,8,29,11,82,20,29,1008,cv,1.79,0,0
5773,2010,8,29,12,98,20,29,1007,SE,1.79,0,0
5774,2010,8,29,13,110,19,31,1007,SE,3.58,0,0
5775,2010,8,29,14,138,19,32,1006,SE,5.37,0,0
5776,2010,8,29,15,79,18,32,1005,SE,9.39,0,0
5777,2010,8,29,16,60,17,32,1005,SE,14.31,0,0
5778,2010,8,29,17,54,17,31,1005,SE,18.33,0,0
5779,2010,8,29,18,62,17,30,1005,SE,22.35,0,0
5780,2010,8,29,19,91,18,28,1006,SE,25.48,0,0
5781,2010,8,29,20,99,18,27,1007,SE,28.61,0,0
5782,2010,8,29,21,93,19,25,1007,SE,30.4,0,0
5783,2010,8,29,22,88,19,24,1007,SE,32.19,0,0
5784,2010,8,29,23,95,19,22,1007,NE,0.89,0,0
5785,2010,8,30,0,102,19,22,1007,NE,2.68,0,0
5786,2010,8,30,1,145,19,22,1007,cv,0.89,0,0
5787,2010,8,30,2,107,19,22,1007,NE,0.89,0,0
5788,2010,8,30,3,100,19,21,1008,NW,1.79,0,0
5789,2010,8,30,4,103,18,20,1008,NE,1.79,0,0
5790,2010,8,30,5,114,18,20,1008,NW,1.79,0,0
5791,2010,8,30,6,130,18,20,1008,NW,3.58,0,0
5792,2010,8,30,7,111,19,21,1009,cv,0.89,0,0
5793,2010,8,30,8,77,19,23,1009,NE,1.79,0,0
5794,2010,8,30,9,67,19,26,1009,NE,3.58,0,0
5795,2010,8,30,10,95,19,27,1009,NE,6.71,0,0
5796,2010,8,30,11,83,18,29,1009,NE,9.84,0,0
5797,2010,8,30,12,54,18,30,1008,cv,0.45,0,0
5798,2010,8,30,13,61,20,30,1008,SE,1.79,0,0
5799,2010,8,30,14,77,20,30,1008,cv,0.89,0,0
5800,2010,8,30,15,58,20,30,1007,SE,3.13,0,0
5801,2010,8,30,16,88,21,30,1007,SE,6.26,0,0
5802,2010,8,30,17,74,22,29,1007,SE,8.05,0,0
5803,2010,8,30,18,70,21,28,1006,SE,9.84,0,0
5804,2010,8,30,19,128,22,27,1007,SE,11.63,0,1
5805,2010,8,30,20,217,22,26,1007,SE,13.42,0,0
5806,2010,8,30,21,224,22,26,1008,SE,16.55,0,0
5807,2010,8,30,22,176,21,26,1008,SE,18.34,0,0
5808,2010,8,30,23,165,21,26,1008,SE,22.36,0,0
5809,2010,8,31,0,116,19,25,1009,NW,4.02,0,1
5810,2010,8,31,1,73,21,23,1009,cv,0.89,0,2
5811,2010,8,31,2,60,20,22,1009,cv,1.78,0,0
5812,2010,8,31,3,59,19,21,1009,NE,1.79,0,0
5813,2010,8,31,4,45,19,21,1010,cv,0.89,0,0
5814,2010,8,31,5,65,18,20,1010,NW,0.89,0,0
5815,2010,8,31,6,72,18,20,1010,NW,2.68,0,0
5816,2010,8,31,7,112,19,21,1010,cv,0.89,0,0
5817,2010,8,31,8,105,20,23,1010,cv,2.68,0,0
5818,2010,8,31,9,93,19,25,1010,SE,1.79,0,0
5819,2010,8,31,10,81,19,25,1011,SE,4.92,0,0
5820,2010,8,31,11,92,19,25,1010,SE,6.71,0,0
5821,2010,8,31,12,102,20,24,1010,SE,9.84,0,0
5822,2010,8,31,13,92,20,26,1010,SE,11.63,0,0
5823,2010,8,31,14,89,20,27,1010,SE,13.42,0,0
5824,2010,8,31,15,103,20,27,1010,SE,15.21,0,0
5825,2010,8,31,16,80,20,27,1010,SE,17,0,0
5826,2010,8,31,17,101,19,27,1010,SE,18.79,0,0
5827,2010,8,31,18,95,20,26,1010,NE,1.79,0,0
5828,2010,8,31,19,85,20,24,1011,NE,2.68,0,0
5829,2010,8,31,20,89,20,23,1011,SE,0.89,0,0
5830,2010,8,31,21,107,20,23,1011,cv,0.89,0,0
5831,2010,8,31,22,115,20,23,1011,NE,1.79,0,0
5832,2010,8,31,23,100,20,23,1012,SE,0.89,0,0
5833,2010,9,1,0,99,19,22,1012,cv,0.89,0,0
5834,2010,9,1,1,105,20,22,1012,NE,0.89,0,0
5835,2010,9,1,2,108,20,22,1012,NW,0.89,0,0
5836,2010,9,1,3,116,21,22,1013,SE,1.79,0,1
5837,2010,9,1,4,95,18,20,1012,NE,4.02,0,2
5838,2010,9,1,5,79,18,20,1012,NW,1.79,0,0
5839,2010,9,1,6,82,19,21,1013,cv,0.89,0,1
5840,2010,9,1,7,90,20,21,1014,cv,1.78,0,2
5841,2010,9,1,8,78,20,22,1014,NW,3.13,0,0
5842,2010,9,1,9,76,19,22,1014,NW,6.26,0,0
5843,2010,9,1,10,44,19,23,1015,NW,11.18,0,0
5844,2010,9,1,11,61,19,24,1015,NW,14.31,0,0
5845,2010,9,1,12,52,19,25,1014,NW,17.44,0,0
5846,2010,9,1,13,45,19,25,1014,NW,20.57,0,0
5847,2010,9,1,14,55,19,27,1014,NW,23.7,0,0
5848,2010,9,1,15,44,19,27,1013,NW,26.83,0,0
5849,2010,9,1,16,55,18,27,1013,NW,29.96,0,0
5850,2010,9,1,17,43,19,26,1013,NW,33.09,0,0
5851,2010,9,1,18,37,18,26,1013,NW,37.11,0,0
5852,2010,9,1,19,59,19,24,1013,NW,38.9,0,0
5853,2010,9,1,20,59,19,23,1014,NE,0.89,0,0
5854,2010,9,1,21,53,18,24,1014,NW,3.13,0,0
5855,2010,9,1,22,73,18,22,1014,cv,0.89,0,0
5856,2010,9,1,23,81,18,21,1015,cv,1.78,0,0
5857,2010,9,2,0,82,18,22,1015,SE,1.79,0,0
5858,2010,9,2,1,81,18,21,1014,cv,0.89,0,0
5859,2010,9,2,2,105,19,21,1014,NW,1.79,0,0
5860,2010,9,2,3,105,18,21,1014,NW,2.68,0,0
5861,2010,9,2,4,85,18,22,1014,NW,5.81,0,0
5862,2010,9,2,5,49,18,21,1015,NW,7.6,0,0
5863,2010,9,2,6,45,18,21,1015,NW,10.73,0,0
5864,2010,9,2,7,36,18,22,1015,NE,1.79,0,0
5865,2010,9,2,8,46,18,23,1016,NW,3.13,0,0
5866,2010,9,2,9,59,18,24,1016,NW,6.26,0,0
5867,2010,9,2,10,51,18,26,1016,NW,9.39,0,0
5868,2010,9,2,11,50,18,26,1016,NW,12.52,0,0
5869,2010,9,2,12,39,18,27,1016,NW,14.31,0,0
5870,2010,9,2,13,39,18,28,1015,cv,0.89,0,0
5871,2010,9,2,14,46,19,29,1014,cv,2.68,0,0
5872,2010,9,2,15,77,18,29,1014,cv,4.47,0,0
5873,2010,9,2,16,104,19,29,1014,SE,1.79,0,0
5874,2010,9,2,17,80,20,28,1014,SE,3.58,0,0
5875,2010,9,2,18,112,20,27,1014,SE,4.47,0,0
5876,2010,9,2,19,143,21,25,1014,SE,5.36,0,0
5877,2010,9,2,20,191,21,24,1015,SE,6.25,0,0
5878,2010,9,2,21,211,21,23,1015,SE,7.14,0,0
5879,2010,9,2,22,224,20,22,1015,SE,8.03,0,0
5880,2010,9,2,23,249,20,22,1015,NW,0.89,0,0
5881,2010,9,3,0,254,20,22,1015,NE,0.89,0,0
5882,2010,9,3,1,284,20,22,1015,NW,0.89,0,0
5883,2010,9,3,2,228,20,22,1015,NW,1.78,0,0
5884,2010,9,3,3,135,20,22,1014,NW,3.57,0,0
5885,2010,9,3,4,94,20,22,1014,NW,4.46,0,0
5886,2010,9,3,5,101,20,22,1014,cv,0.45,0,0
5887,2010,9,3,6,93,20,22,1014,cv,1.34,0,1
5888,2010,9,3,7,97,20,22,1015,NW,1.79,0,2
5889,2010,9,3,8,100,19,22,1015,NW,6.71,0,3
5890,2010,9,3,9,95,18,22,1015,NW,12.52,0,4
5891,2010,9,3,10,56,18,22,1015,NW,16.54,0,5
5892,2010,9,3,11,52,18,23,1014,NW,19.67,0,0
5893,2010,9,3,12,52,17,23,1014,NW,23.69,0,1
5894,2010,9,3,13,51,18,25,1013,NW,26.82,0,0
5895,2010,9,3,14,46,19,25,1013,NE,1.79,0,0
5896,2010,9,3,15,62,19,26,1012,cv,0.89,0,0
5897,2010,9,3,16,70,19,26,1012,cv,1.78,0,0
5898,2010,9,3,17,79,18,26,1012,cv,2.67,0,0
5899,2010,9,3,18,90,19,25,1012,NE,1.79,0,0
5900,2010,9,3,19,103,20,23,1012,cv,0.89,0,0
5901,2010,9,3,20,103,20,23,1013,cv,1.34,0,0
5902,2010,9,3,21,118,19,22,1013,cv,2.23,0,0
5903,2010,9,3,22,142,19,22,1012,cv,3.12,0,0
5904,2010,9,3,23,157,18,21,1013,SE,0.89,0,0
5905,2010,9,4,0,155,18,21,1013,SE,1.78,0,0
5906,2010,9,4,1,159,18,20,1013,SE,2.67,0,0
5907,2010,9,4,2,82,18,19,1012,NE,1.79,0,0
5908,2010,9,4,3,81,17,19,1012,cv,0.45,0,0
5909,2010,9,4,4,105,17,19,1013,SE,0.89,0,0
5910,2010,9,4,5,101,17,19,1013,NE,1.79,0,0
5911,2010,9,4,6,93,17,19,1013,NW,0.89,0,0
5912,2010,9,4,7,92,18,20,1013,cv,0.45,0,0
5913,2010,9,4,8,81,17,22,1013,NW,1.79,0,0
5914,2010,9,4,9,58,17,24,1014,NW,3.58,0,0
5915,2010,9,4,10,72,17,25,1014,NW,5.37,0,0
5916,2010,9,4,11,74,16,26,1013,cv,1.79,0,0
5917,2010,9,4,12,81,17,27,1013,cv,2.68,0,0
5918,2010,9,4,13,86,15,28,1012,SE,1.79,0,0
5919,2010,9,4,14,77,16,28,1012,cv,1.79,0,0
5920,2010,9,4,15,71,16,28,1011,SE,3.13,0,0
5921,2010,9,4,16,78,16,28,1011,SE,6.26,0,0
5922,2010,9,4,17,80,17,27,1011,SE,9.39,0,0
5923,2010,9,4,18,88,16,26,1011,SE,11.18,0,0
5924,2010,9,4,19,89,16,24,1012,SE,12.97,0,0
5925,2010,9,4,20,93,17,23,1012,SE,14.76,0,0
5926,2010,9,4,21,90,16,23,1012,SE,16.55,0,0
5927,2010,9,4,22,135,18,22,1012,cv,0.89,0,0
5928,2010,9,4,23,125,18,21,1012,cv,1.78,0,0
5929,2010,9,5,0,112,19,22,1012,SE,1.79,0,0
5930,2010,9,5,1,88,19,21,1012,SE,2.68,0,0
5931,2010,9,5,2,92,19,21,1012,cv,0.89,0,0
5932,2010,9,5,3,91,19,20,1012,NE,0.89,0,0
5933,2010,9,5,4,103,18,20,1012,cv,0.89,0,0
5934,2010,9,5,5,100,18,20,1012,cv,1.78,0,0
5935,2010,9,5,6,91,18,19,1012,cv,2.67,0,0
5936,2010,9,5,7,161,19,20,1013,cv,3.56,0,0
5937,2010,9,5,8,185,19,22,1013,cv,4.45,0,0
5938,2010,9,5,9,170,19,23,1013,cv,5.34,0,0
5939,2010,9,5,10,146,19,25,1013,cv,6.23,0,0
5940,2010,9,5,11,133,19,26,1012,cv,7.12,0,0
5941,2010,9,5,12,125,20,27,1011,cv,8.91,0,0
5942,2010,9,5,13,131,19,28,1011,SE,1.79,0,0
5943,2010,9,5,14,123,20,29,1010,cv,1.79,0,0
5944,2010,9,5,15,89,20,29,1009,SE,3.13,0,0
5945,2010,9,5,16,96,20,29,1008,SE,6.26,0,0
5946,2010,9,5,17,87,19,29,1008,SE,9.39,0,0
5947,2010,9,5,18,95,19,27,1008,SE,11.18,0,0
5948,2010,9,5,19,97,20,26,1009,SE,15.2,0,0
5949,2010,9,5,20,117,20,26,1010,SE,19.22,0,0
5950,2010,9,5,21,128,19,25,1010,SE,22.35,0,0
5951,2010,9,5,22,144,19,22,1010,SE,24.14,0,0
5952,2010,9,5,23,147,20,22,1010,cv,0.89,0,0
5953,2010,9,6,0,129,19,21,1010,cv,1.78,0,0
5954,2010,9,6,1,148,19,21,1010,SE,1.79,0,0
5955,2010,9,6,2,163,19,21,1010,cv,0.89,0,0
5956,2010,9,6,3,168,18,20,1010,cv,1.78,0,0
5957,2010,9,6,4,152,18,19,1010,NE,0.89,0,0
5958,2010,9,6,5,177,19,20,1010,NE,1.78,0,0
5959,2010,9,6,6,182,19,20,1011,cv,0.45,0,0
5960,2010,9,6,7,177,20,21,1011,NW,1.79,0,0
5961,2010,9,6,8,151,21,23,1011,cv,0.89,0,0
5962,2010,9,6,9,150,20,25,1011,NW,1.79,0,0
5963,2010,9,6,10,131,20,27,1011,NE,3.13,0,0
5964,2010,9,6,11,135,19,28,1011,NE,7.15,0,0
5965,2010,9,6,12,117,19,29,1010,NW,1.79,0,0
5966,2010,9,6,13,103,18,30,1010,cv,0.89,0,0
5967,2010,9,6,14,103,19,30,1009,SE,1.79,0,0
5968,2010,9,6,15,95,20,30,1009,SE,3.58,0,0
5969,2010,9,6,16,99,20,30,1009,SE,5.37,0,0
5970,2010,9,6,17,104,21,30,1009,SE,6.26,0,0
5971,2010,9,6,18,128,22,28,1009,SE,7.15,0,0
5972,2010,9,6,19,182,21,26,1009,SE,8.04,0,0
5973,2010,9,6,20,224,22,25,1010,SE,8.93,0,0
5974,2010,9,6,21,232,22,25,1011,cv,0.89,0,0
5975,2010,9,6,22,216,22,25,1011,NE,0.89,0,0
5976,2010,9,6,23,229,22,24,1011,SE,0.89,0,0
5977,2010,9,7,0,226,22,24,1011,NE,1.79,0,0
5978,2010,9,7,1,250,22,24,1011,NE,3.58,0,0
5979,2010,9,7,2,278,22,24,1011,NW,0.89,0,0
5980,2010,9,7,3,249,21,24,1012,NW,1.78,0,0
5981,2010,9,7,4,201,22,23,1012,cv,0.89,0,0
5982,2010,9,7,5,161,21,24,1012,cv,1.34,0,0
5983,2010,9,7,6,203,21,23,1012,SE,0.89,0,0
5984,2010,9,7,7,222,21,24,1013,cv,0.89,0,0
5985,2010,9,7,8,226,22,24,1013,cv,1.78,0,0
5986,2010,9,7,9,197,21,25,1014,cv,2.67,0,0
5987,2010,9,7,10,210,20,26,1014,NE,1.79,0,0
5988,2010,9,7,11,148,17,27,1015,NE,4.92,0,0
5989,2010,9,7,12,56,16,27,1015,NE,8.94,0,0
5990,2010,9,7,13,52,14,27,1015,NE,12.96,0,0
5991,2010,9,7,14,38,13,26,1014,NE,16.98,0,0
5992,2010,9,7,15,41,14,26,1014,NE,18.77,0,0
5993,2010,9,7,16,48,15,26,1014,SE,1.79,0,0
5994,2010,9,7,17,43,17,26,1014,SE,2.68,0,0
5995,2010,9,7,18,54,17,24,1014,SE,4.47,0,0
5996,2010,9,7,19,70,17,22,1014,SE,6.26,0,0
5997,2010,9,7,20,58,14,23,1015,SE,8.05,0,0
5998,2010,9,7,21,61,17,21,1015,cv,0.89,0,0
5999,2010,9,7,22,64,17,21,1015,cv,1.78,0,0
6000,2010,9,7,23,74,15,20,1015,cv,2.67,0,0
6001,2010,9,8,0,103,16,19,1016,cv,3.12,0,0
6002,2010,9,8,1,102,16,18,1015,cv,4.01,0,0
6003,2010,9,8,2,61,16,18,1015,cv,4.46,0,0
6004,2010,9,8,3,69,16,17,1015,cv,5.35,0,0
6005,2010,9,8,4,81,15,17,1015,NE,0.89,0,0
6006,2010,9,8,5,79,15,17,1015,NE,1.78,0,0
6007,2010,9,8,6,129,15,17,1016,SE,0.89,0,0
6008,2010,9,8,7,133,17,18,1016,NE,0.89,0,0
6009,2010,9,8,8,96,17,20,1017,NE,1.78,0,0
6010,2010,9,8,9,81,17,21,1017,cv,0.89,0,0
6011,2010,9,8,10,58,13,24,1017,SE,4.02,0,0
6012,2010,9,8,11,63,10,25,1016,SE,5.81,0,0
6013,2010,9,8,12,67,10,27,1015,cv,3.13,0,0
6014,2010,9,8,13,81,10,27,1015,SE,3.13,0,0
6015,2010,9,8,14,113,12,28,1014,SE,6.26,0,0
6016,2010,9,8,15,97,12,28,1013,SE,9.39,0,0
6017,2010,9,8,16,97,11,26,1013,SE,12.52,0,0
6018,2010,9,8,17,111,12,26,1013,SE,15.65,0,0
6019,2010,9,8,18,102,13,25,1013,SE,17.44,0,0
6020,2010,9,8,19,100,15,22,1013,SE,19.23,0,0
6021,2010,9,8,20,123,15,22,1014,cv,0.89,0,0
6022,2010,9,8,21,125,15,22,1014,SE,1.79,0,0
6023,2010,9,8,22,128,14,23,1014,SE,5.81,0,0
6024,2010,9,8,23,118,16,20,1014,SE,6.7,0,0
6025,2010,9,9,0,115,16,19,1014,SE,8.49,0,0
6026,2010,9,9,1,140,16,19,1014,SE,10.28,0,0
6027,2010,9,9,2,142,15,18,1013,SE,12.07,0,0
6028,2010,9,9,3,122,14,18,1013,SE,13.86,0,0
6029,2010,9,9,4,109,14,18,1013,cv,0.89,0,0
6030,2010,9,9,5,159,14,17,1013,cv,1.78,0,0
6031,2010,9,9,6,154,15,17,1013,SE,0.89,0,0
6032,2010,9,9,7,213,15,18,1014,NE,0.89,0,0
6033,2010,9,9,8,216,15,19,1013,cv,0.89,0,0
6034,2010,9,9,9,227,15,21,1013,cv,1.78,0,0
6035,2010,9,9,10,210,15,23,1013,SE,1.79,0,0
6036,2010,9,9,11,220,15,24,1012,cv,0.89,0,0
6037,2010,9,9,12,216,16,26,1012,cv,2.68,0,0
6038,2010,9,9,13,211,16,26,1011,SE,3.13,0,0
6039,2010,9,9,14,204,17,26,1010,SE,7.15,0,0
6040,2010,9,9,15,122,16,27,1009,SE,12.07,0,0
6041,2010,9,9,16,121,16,27,1009,SE,16.99,0,0
6042,2010,9,9,17,85,16,26,1009,SE,21.01,0,0
6043,2010,9,9,18,114,17,25,1009,SE,25.03,0,0
6044,2010,9,9,19,152,17,23,1009,SE,28.16,0,0
6045,2010,9,9,20,131,16,22,1010,SE,29.95,0,0
6046,2010,9,9,21,144,17,21,1010,SE,31.74,0,0
6047,2010,9,9,22,147,17,21,1010,SE,34.87,0,0
6048,2010,9,9,23,160,16,21,1009,SE,36.66,0,0
6049,2010,9,10,0,175,17,20,1009,SE,38.45,0,0
6050,2010,9,10,1,176,16,19,1009,NE,1.79,0,0
6051,2010,9,10,2,193,16,19,1009,NE,2.68,0,0
6052,2010,9,10,3,200,16,18,1009,SE,0.89,0,0
6053,2010,9,10,4,189,16,18,1009,cv,0.89,0,0
6054,2010,9,10,5,108,15,16,1009,NW,0.89,0,0
6055,2010,9,10,6,50,15,16,1009,cv,0.89,0,0
6056,2010,9,10,7,73,16,18,1009,NE,0.89,0,0
6057,2010,9,10,8,57,12,23,1009,NW,4.02,0,0
6058,2010,9,10,9,57,10,25,1010,NW,9.83,0,0
6059,2010,9,10,10,45,9,27,1009,NW,14.75,0,0
6060,2010,9,10,11,62,9,27,1009,NW,18.77,0,0
6061,2010,9,10,12,62,8,29,1008,NW,23.69,0,0
6062,2010,9,10,13,24,8,29,1007,NW,28.61,0,0
6063,2010,9,10,14,24,8,30,1007,NW,33.53,0,0
6064,2010,9,10,15,27,8,30,1006,NW,38.45,0,0
6065,2010,9,10,16,38,9,30,1006,NW,43.37,0,0
6066,2010,9,10,17,39,8,30,1006,NW,48.29,0,0
6067,2010,9,10,18,27,9,29,1006,NW,53.21,0,0
6068,2010,9,10,19,66,10,25,1006,NW,55,0,0
6069,2010,9,10,20,111,13,22,1007,NE,0.89,0,0
6070,2010,9,10,21,198,16,20,1008,cv,0.45,0,0
6071,2010,9,10,22,181,13,21,1008,NW,1.79,0,0
6072,2010,9,10,23,212,12,20,1009,NW,4.92,0,0
6073,2010,9,11,0,174,12,20,1009,NW,6.71,0,0
6074,2010,9,11,1,170,11,22,1009,NW,9.84,0,0
6075,2010,9,11,2,133,12,18,1009,NW,12.97,0,0
6076,2010,9,11,3,50,12,17,1009,NW,16.1,0,0
6077,2010,9,11,4,28,12,17,1009,NW,17.89,0,0
6078,2010,9,11,5,18,12,16,1009,NE,0.89,0,0
6079,2010,9,11,6,NA,12,16,1010,NW,1.79,0,0
6080,2010,9,11,7,NA,13,19,1010,NW,4.92,0,0
6081,2010,9,11,8,NA,13,23,1010,NW,6.71,0,0
6082,2010,9,11,9,NA,12,25,1011,NW,10.73,0,0
